PSML_position_x,PSML_position_y,PSML_position_z,PSMR_position_x,PSMR_position_y,PSMR_position_z,PSML_gripper_angle,PSMR_gripper_angle,Trackstar time,True frame #,Frame,Timestamp,PSML_velocity_x,PSML_velocity_y,PSML_velocity_z,PSMR_velocity_x,PSMR_velocity_y,PSMR_velocity_z
266.105,61.3916,-134.392,371.81,-137.57299999999998,-132.3825,0.12589790625551914,0.14494159102095588,1674859396.1798,4362,4073,1674859396181.0,0.016189998620801893,-0.017301493189920112,0.017299997265838103,0.001674995886260611,-0.0005550013549835766,0.0016749999878132105
266.607,60.7219,-133.722,371.866,-137.629,-132.3825,0.11712082552894384,0.14703736664921102,1674859396.2129,4363,4074,1674859396214.3333,0.01730500134297629,-0.020091500001460216,0.020095004089585075,0.0016799958984669852,-0.0016750040893654843,0.0016749999878132105
266.998,60.27535,-133.164,371.8655,-137.7405,-132.3825,0.11904309923073797,0.1488400827710267,1674859396.2459,4364,4075,1674859396247.6667,0.01563000952164711,-0.017860010897402998,0.019535006823946894,0.0005550013916046805,-0.002789998645056196,0.001115002722174743
267.2765,59.8289,-132.6615,371.8655,-137.79649999999998,-132.27100000000002,0.11595224050258307,0.1466129706600127,1674859396.2827,4365,4076,1674859396281.0,0.011714999963518232,-0.01562700544572958,0.017305001379597534,0.0005550013916046805,-0.002234997290072469,0.0011150027221744588
267.5,59.6615,-132.2155,371.9215,-137.9075,-132.27100000000002,0.11396646160116256,0.1452492793785341,1674859396.3158,4366,4077,1674859396314.3333,0.008929993164185144,-0.010603993182516066,0.01506499591083429,0.0005550013916046805,-0.002784998632849253,0.0011150027221744588
267.723,59.49405,-131.99200000000002,371.9215,-138.0195,-132.1035,0.1074629249126688,0.1400321866099738,1674859396.3488,4367,4078,1674859396347.6667,0.007250001367270595,-0.007813006810379214,0.011720012243761868,0.000560001367190619,-0.0027899986084351912,0.0027899945435036384
267.9465,59.3824,-131.769,371.9775,-138.299,-131.88,0.10783403991156347,0.13500132763150094,1674859396.3819,4368,4079,1674859396381.0,0.00670000002449381,-0.004464998636531122,0.008925005420014896,0.001120002734381857,-0.00502500406499178,0.003909997277885545
268.058,59.43825,-131.434,371.9775,-138.6335,-131.8245,0.10154902331304247,0.13096844633054502,1674859396.415,4369,4080,1674859396414.3333,0.005579997290111902,-0.0022324931860783596,0.007815002710047442,0.0005600013671911874,-0.007260009521547799,0.004464998632869273
268.337,59.49405,-131.099,372.2005,-138.745,-131.936,0.09299987819788877,0.13841359907436412,1674859396.4481,4370,4081,1674859396447.6667,0.006139994555750085,-4.086904037703861e-09,0.008929997265738438,0.0027899904785720427,-0.007255009545961861,0.0016750122558493814
268.6165,59.43825,-130.59699999999998,372.36800000000005,-138.689,-131.88,0.08516595977634375,0.1370922289013085,1674859396.4811,4371,4082,1674859396481.0,0.006699995922940755,0.000558497276624677,0.01172000407727847,0.0039049932007470083,-0.00390000135502365,8.166484031258784e-09
